task,z_0,z_1,z_2,z_3,role,ood_level,embedding_norm
task_0,0.8032431183031017,0.3089491193398848,0.5898948607169937,1.1925856225206393,train,1.330130507276996,1.5845773818862376
task_1,-1.4172264836078776,-0.5599017876783339,0.741969945406866,-0.13890854623217264,train,1.5815183024932808,1.700539885385917
task_2,1.9138922127501807,0.33032972824702306,0.7829888047498773,1.7905146707983624,train,2.563252524843109,2.7551978851068655
task_3,-0.6181669713977532,0.6358901342345745,0.25141759560549365,-1.0610123679523649,train,1.5892393269344154,1.4055051475081362
task_4,-1.6984802800339533,0.8317816727141605,-0.32269283048168607,-0.10082366825041211,train,1.950912205335063,1.9211954839763534
task_5,1.6696906876705484,0.13155298418385997,0.9201644340373059,-1.013881639208182,train,2.2849468835808846,2.163291876777633
task_6,0.5698117083764146,2.078643141815452,-0.019700785145184502,0.02731370312787326,train,2.2070089880792945,2.1555919960264176
task_7,-1.0967587760756863,-0.26598022028113116,1.567529073910629,-1.6200366103979769,train,2.535371190666023,2.5209703106273813
task_8,-0.7978571750207206,-0.8800344900965578,-0.6051497675192987,0.2573492606929813,train,1.44775507054814,1.3577450639201154
task_9,0.4452389639280354,-0.1696640978205006,0.36501671616178455,1.2356355611649108,train,1.094264772727142,1.3737015993955206
task_10,1.1018059862938454,-0.11454077946094968,0.016252798587699673,-0.15517109644212995,train,1.30496703617163,1.118677006211114
task_11,-0.5926510186339188,0.05832579462084179,0.32246876897549365,1.1775434951786172,train,1.0163800490135126,1.3583931383101207
task_12,-0.4391363306577761,-0.782446164867427,-0.283859566475855,0.3132673938800889,train,1.0385671178686027,0.9918545414361944
task_13,0.5626480942453841,-0.4784842650726604,1.7605616793737024,0.5506375441776707,train,1.7028555003140007,1.9870327631464093
task_14,-0.5352821009867564,1.2897544342499105,0.7168466507279583,0.29569566904333927,train,1.4228722991117646,1.5972784596478418
task_15,-0.9898825701502831,0.09924471715731911,-1.2803524264450175,0.6030950230701094,train,1.8355344273724679,1.729954611926725
task_16,0.19997595156442488,-0.7794462796967356,0.348700616437952,-0.25516559127967664,train,1.008563523216089,0.9133610912527935
task_17,0.47256337431550827,0.09223897776863284,0.02371434009639619,2.3669003567145412,train,2.1591121305149037,2.4154924633096853
task_18,-0.9707078247581178,-1.0611902280431527,1.1266953168615212,-0.4869686426115535,train,1.805600121066725,1.8907615336328212
task_19,-0.283927065392068,-0.5460305233626447,-1.322958271174113,1.0026687574847963,train,1.8521036853731223,1.7704030996950775
task_20,0.005718703385960419,0.02920044016881028,0.027251783013845128,-0.029529155898770223,target,0.4277470028120211,0.049999999999964385
task_21,0.11437406771920838,0.5840088033762055,0.5450356602769025,-0.5905831179754044,target,1.107822464549842,0.9999999999992876
task_22,0.22874813543841677,1.168017606752411,1.090071320553805,-1.1811662359508088,target,2.0679789770022734,1.9999999999985751
task_23,0.34312220315762515,1.7520264101286167,1.6351069808307077,-1.7717493539262132,target,3.05381785404477,2.9999999999978626
task_24,0.45749627087683353,2.336035213504822,2.18014264110761,-2.3623324719016177,target,4.046612153646429,3.9999999999971503
