task,z_0,z_1,z_2,z_3,role,ood_level,embedding_norm
task_0,0.894779443655654,0.4289384321993965,0.4867417716192907,1.1354952643075669,train,1.330130507276996,1.5845773817994484
task_1,-1.5264297338004928,-0.2500592231776786,0.675824677280885,-0.20634815165782128,train,1.5815183024932808,1.700539885283753
task_2,2.147155128408655,0.4912571996200448,0.48027689106838484,1.5839320413907731,train,2.563252524843109,2.755197884992795
task_3,-0.5350151526206454,0.6006067104533828,0.22286990560760486,-1.1308422040375063,train,1.5892393269344154,1.4055051474232578
task_4,-1.6330309427220746,0.7706904190152267,-0.6555543306423354,0.02206411135936179,train,1.950912205335063,1.921195483880704
task_5,1.7210856544208368,0.10570648694199994,0.6468867960404838,-1.1349271014579494,train,2.2849468835808846,2.1632918766893394
task_6,0.719754114630342,1.992879943555956,0.04303742233229472,0.3938377562464136,train,2.2070089880792945,2.155591995930843
task_7,-1.1017615653745816,-0.6458469442455292,1.6922533962336694,-1.3640281988262046,train,2.535371190666023,2.5209703105323125
task_8,-0.7876730356447074,-0.8923695227944939,-0.615221856776961,0.2195940550704486,train,1.44775507054814,1.357745063836579
task_9,0.5098958211123695,-0.39021669342367116,0.22723445946535303,1.192961763053523,train,1.094264772727142,1.3737015992895407
task_10,1.1133989913243905,-0.04075913670970366,0.10054322265656689,0.003268530190800752,train,1.30496703617163,1.1186770061189542
task_11,-0.44734033574869536,0.08155509032896505,0.387552320775551,1.2199469283075792,train,1.0163800490135126,1.3583931382232224
task_12,-0.5454770646069736,-0.681592337773364,-0.3401156753863126,0.32555094166927684,train,1.0385671178686027,0.9918545413460789
task_13,0.26697881592673967,-0.38118906182985945,1.8559501029796968,0.5358783701535537,train,1.7028555003140007,1.9870327630316387
task_14,-0.7776549296251272,1.2129870042262068,0.5856010850683634,0.36371030295564627,train,1.4228722991117646,1.597278459537116
task_15,-0.9637803234970124,-0.01905424919392791,-1.3474730313123653,0.4978190560271975,train,1.8355344273724679,1.729954611841101
task_16,0.17952294116073658,-0.7556649381137951,0.4648024939331272,-0.12218485737622148,train,1.008563523216089,0.913361091155097
task_17,0.3941386439934196,0.5028820558065191,-0.08724801541445167,2.3278221562053876,train,2.1591121305149037,2.415492463216481
task_18,-1.1686469541783449,-1.0880574991366336,0.9885121761317732,-0.21958604100589224,train,1.805600121066725,1.890761533537004
task_19,-0.038056429541435816,-0.30789886392694976,-1.4200576248776384,1.0106994977928214,train,1.8521036853731223,1.7704030995930644
task_20,0.005654238939088021,0.028804151710527828,0.022264391443773353,-0.03380306629784227,target,0.4277470028120211,0.049999999912412905
task_21,0.17864162903730874,0.604176708961314,0.6018032975592597,-0.49080593265699773,target,1.107822464549842,0.999999999880466
task_22,0.2287522458808521,1.0968174662630072,1.3817945077327307,-0.913951745820867,target,2.0679789770022734,1.9999999998961218
task_23,0.4295029092969167,2.1810645569237663,1.2907678819790662,-1.5467394491805064,target,3.05381785404477,2.99999999989392
task_24,0.25855986758817256,1.7529105725219616,2.6782153631035306,-2.3848718597824154,target,4.046612153646429,3.9999999998915374
