task,z_0,z_1,z_2,z_3,role,ood_level,embedding_norm
task_0,0.9781723517134568,0.5502736296844933,0.3686091744028487,1.0561205131626135,train,1.330130507276996,1.5845773818149724
task_1,-1.5742094599021084,0.22296460706948498,0.528991392679992,-0.2900954468364177,train,1.5815183024932808,1.7005398852881033
task_2,2.427666711199611,0.7688908481995879,-0.1612700686189437,1.0393981687611957,train,2.563252524843109,2.7551978849745624
task_3,-0.44543162103450806,0.5598549559374647,0.1918267435677275,-1.1944874713557458,train,1.5892393269344154,1.405505147439458
task_4,-1.4632532822513857,0.6520357917277451,-1.0455459123418323,0.17766538997834672,train,1.950912205335063,1.9211954838913068
task_5,1.7382441528070076,0.07483441151171995,0.331254403652227,-1.242179270460402,train,2.2849468835808846,2.163291876704248
task_6,0.8729064751477477,1.7788978724439384,0.12068535460731435,0.8399812755115127,train,2.2070089880792945,2.155591995941504
task_7,-1.05222452218965,-1.0919396114324285,1.7636978510240513,-0.9721896095010083,train,2.535371190666023,2.520970310543347
task_8,-0.7766829182860454,-0.9038846776627988,-0.6247348252529985,0.18147779606027337,train,1.44775507054814,1.3577450638531883
task_9,0.5716170822570305,-0.7116442860595357,-0.012280074219643021,1.0265094276508988,train,1.094264772727142,1.3737015992886674
task_10,1.0833904647352783,0.048517592574877824,0.19675070760074648,0.19141198300587273,train,1.30496703617163,1.1186770061318947
task_11,-0.2842285352448872,0.10508120645188293,0.45081897109344843,1.2450567268680588,train,1.0163800490135126,1.3583931382387047
task_12,-0.6499950520115431,-0.5455233975670097,-0.3938190889703489,0.32953393064560405,train,1.0385671178686027,0.991854541360133
task_13,-0.35452517289998475,-0.1521185651630937,1.8938967481691185,0.4611140341258004,train,1.7028555003140007,1.9870327630113132
task_14,-1.1478806419648335,0.9686246200031557,0.2974423509966159,0.4549317557941012,train,1.4228722991117646,1.597278459527378
task_15,-0.9260837464316829,-0.14248363403496606,-1.4030574202686286,0.3824135760428351,train,1.8355344273724679,1.729954611857051
task_16,0.14150730401673137,-0.6786080889683976,0.5914604764561425,0.06220717112360072,train,1.008563523216089,0.9133610911640326
task_17,0.28181724247588863,0.9793318456405506,-0.21810879342511902,2.179110041302011,train,2.1591121305149037,2.415492463228783
task_18,-1.3595689546790577,-1.0642947317623344,0.7587859855293833,0.13443208814436947,train,1.805600121066725,1.89076153354748
task_19,0.32425663105949565,0.06286717128507324,-1.4580045269954292,0.9483961673869009,train,1.8521036853731223,1.770403099597594
task_20,0.005473486902821138,0.027809697351336888,0.016417007940967836,-0.03777755308885637,target,0.4277470028120211,0.04999999992763471
task_21,0.3149720367737428,0.6092419688952364,0.6916711978248047,-0.22629138997559817,target,1.107822464549842,0.9999999998451162
task_22,0.21173403000917843,0.9100434041300528,1.7097664000110857,-0.45131869020580684,target,2.0679789770022734,1.999999999900124
task_23,0.5279510787954458,2.666309000315832,0.6639393661731438,-1.0822423437729523,target,3.05381785404477,2.999999999896009
task_24,-0.07859091888845358,0.6835312935689875,3.2512145938609187,-2.2262551744972523,target,4.046612153646429,3.9999999998912292
